200,3,0.003,0.2,0.6,0,30,False,211.5339276790619,0.6350000301996866,0.06509991427600118
200,3,0.003,0.2,0.6,1,30,False,203.09821891784668,0.6763333678245544,0.012498884231787254
200,3,0.003,0.02,0.6,0,30,False,257.56547474861145,0.7736666997273763,0.01906713190556496
200,3,0.003,0.02,0.6,1,30,False,365.6116154193878,0.7783333857854208,0.01835451987854892
200,3,0.003,0.03,0.6,0,30,False,290.6473333835602,0.7743333776791891,0.007760295196197994
200,3,0.003,0.03,0.6,1,30,False,279.57665395736694,0.7136666973431905,0.05430981574469199
200,3,0.003,0.04,0.6,0,30,False,288.94288635253906,0.781000037988027,0.008286550857425393
200,3,0.003,0.04,0.6,1,30,False,318.2564890384674,0.7553333838780721,0.016937799492537237
200,3,0.003,0.05,0.6,0,30,False,270.5947389602661,0.7723333636919657,0.015151092102594799
200,3,0.003,0.05,0.6,1,30,False,157.88958168029785,0.6606667041778564,0.030912077162957644
200,3,0.003,0.06,0.6,0,30,False,223.37704634666443,0.7116667032241821,0.04779355539338888
200,3,0.003,0.06,0.6,1,30,False,227.83344650268555,0.7080000440279642,0.07570115861783046
